"","store","depvar","week","price","price_dominicks","price_premium","price_national","display_dominicks","display_premium","display_national","display","iv","quarter"
"48",2,8.3635757028,104,-3.28758971741625,-3.82957933621707,-3.47074844462327,-3.47074844462327,0,1,1,0,107.4,"Q3"
"49",2,9.81137226360003,105,-3.47074844462327,-3.82957933621707,-3.10457105358814,-3.47074844462327,0,0,1,1,107.4,"Q3"
"50",2,8.90381521169997,106,-3.4907355337154,-3.69514906712753,-3.17279828415635,-3.63415455442469,1,1,1,0,107.4,"Q3"
"51",2,8.96290412809996,107,-3.55364269495389,-3.69514906712753,-3.10457105358814,-3.60257303955194,0,0,1,0,107.4,"Q3"
"52",2,9.51074121679997,108,-3.57666746350701,-3.71419726209823,-3.47074844462327,-3.46074836128869,0,1,0,0,116,"Q4"
"53",2,9.21512888869999,109,-3.51205747229779,-3.7601069634023,-3.10457105358814,-3.43133447608239,1,0,0,0,116,"Q4"
"54",2,8.52833093580003,111,-3.28758971741625,-3.47074844462327,-3.20722520764823,-3.47074844462327,0,1,1,0,116,"Q4"
"55",2,10.238816278,112,-3.7601069634023,-3.55456711650634,-3.10457105358814,-3.47074844462327,0,0,0,0,116,"Q4"
"56",2,8.46294817659997,113,-3.28758971741625,-3.63415455442469,-3.10457105358814,-3.48084954060977,1,0,0,0,127.3,"Q4"
"57",2,8.96290412809996,114,-3.39757395221862,-3.59356927430961,-3.10457105358814,-3.47074844462327,0,0,1,0,127.3,"Q4"
"58",2,9.43188264189999,115,-3.47074844462327,-3.47074844462327,-3.47074844462327,-3.78731952692719,0,1,1,0,127.3,"Q4"
"59",2,9.17616292019996,116,-3.47074844462327,-3.75341797525151,-3.18835552627459,-3.73361534795533,1,0,0,0,127.3,"Q4"
"60",2,8.87738195470003,117,-3.43438289596069,-3.69514906712753,-3.10457105358814,-3.60499797013323,0,0,0,0,131.5,"Q4"
"61",2,8.40737832540001,118,-3.28758971741625,-3.69514906712753,-3.10457105358814,-3.56004658227097,1,0,0,0,131.5,"Q4"
"62",2,8.69148257649997,119,-3.36093589779865,-3.6826489043633,-3.15058874072388,-3.72161655299353,0,0,1,0,131.5,"Q4"
"63",2,9.98488319069996,120,-3.47074844462327,-3.63415455442469,-3.28758971741625,-3.58226971905568,1,0,1,1,131.5,"Q4"
"64",2,9.39532504620004,121,-3.47074844462327,-3.63415455442469,-3.3044677552036,-3.70135141468466,0,0,0,0,135.1,"Q1"
"65",2,8.85936344920003,122,-3.4092590991588,-3.59356927430961,-3.33033126579352,-3.7601069634023,0,1,1,0,135.1,"Q1"
"66",2,9.23405689859997,123,-3.24660037288306,-3.56004658227097,-3.27229775688238,-3.66697138207779,0,0,1,1,135.1,"Q1"
"67",2,8.83171191779997,124,-3.24660037288306,-3.77362068256903,-2.99886216656292,-3.47074844462327,0,0,1,1,135.1,"Q1"
"68",2,8.28601746839997,125,-3.19984414173194,-3.90424086498609,-2.99886216656292,-3.57962728078857,0,0,0,0,135.1,"Q1"
"69",2,8.68067166040002,126,-3.34162433655876,-3.82957933621707,-2.99886216656292,-3.7601069634023,0,0,1,0,134.7,"Q1"
"70",2,8.73359406190002,127,-3.47074844462327,-3.56004658227097,-3.47074844462327,-4.16893341921317,0,1,0,0,134.7,"Q1"
"71",2,8.6697425899,130,-3.30467438216651,-3.82957933621707,-3.57666746350701,-3.66418684152356,1,0,0,0,134.7,"Q1"
"72",2,9.87261588890002,131,-3.47074844462327,-3.79423996977176,-3.57666746350701,-3.69514906712753,0,0,1,1,134.7,"Q1"
"73",2,9.16282938930003,132,-3.41836992639966,-3.69514906712753,-3.51011089508111,-3.65206548099122,0,1,0,0,134.7,"Q1"
"74",2,8.5777236912,133,-3.33345857098086,-3.68887945411394,-3.12603325757145,-3.90424086498609,0,0,1,0,134.7,"Q1"
"75",2,9.5838331008,134,-3.51624529231048,-3.47074844462327,-3.24259235148552,-3.81529337896959,0,1,1,1,134.3,"Q2"
"76",2,8.58969988220001,136,-3.1328414875264,-3.90424086498609,-3.04374149274035,-3.63415455442469,1,0,0,0,134.3,"Q2"
"77",2,9.85261522220004,137,-3.42171901738295,-3.8082262117465,-3.17858147672882,-3.41546379876961,0,0,1,1,134.3,"Q2"
"78",2,8.26975694750001,138,-3.1328414875264,-3.47074844462327,-3.28758971741625,-3.33033126579352,0,1,1,0,134.3,"Q2"
"79",2,8.7540029335,139,-3.1328414875264,-3.46573590279973,-3.09762658123533,-3.47074844462327,0,1,1,0,126.2,"Q2"
"80",2,8.60153433980004,140,-3.1328414875264,-3.42171901738295,-3.09250225595183,-3.47074844462327,0,0,0,0,126.2,"Q2"
"81",2,10.016816238,141,-3.42171901738295,-3.63415455442469,-3.06360969595708,-3.28758971741625,0,0,1,1,126.2,"Q2"
"82",2,8.28601746839997,142,-3.11543058593243,-3.63415455442469,-3.09762658123533,-3.47074844462327,0,0,1,0,126.2,"Q2"
"83",2,8.09070871610001,143,-3.09762658123533,-3.60499797013323,-3.24660037288306,-3.31731589768145,0,1,1,0,118.5,"Q2"
"84",2,8.37839078850004,144,-3.09762658123533,-3.42171901738295,-3.36481177979538,-3.36137588747548,0,0,0,0,118.5,"Q2"
"85",2,8.40737832540001,145,-3.09762658123533,-3.44104329020936,-3.47074844462327,-3.36137588747548,0,1,1,0,118.5,"Q2"
"86",2,8.25322764560004,146,-3.23291215485789,-3.94377170374273,-3.09566658218175,-3.47074844462327,0,1,1,0,118.5,"Q2"
"87",2,9.49642116310001,147,-3.46803505903498,-3.6826489043633,-3.16934188974592,-3.44078086844983,0,0,1,1,115.5,"Q3"
"88",2,8.47637119690002,149,-3.09762658123533,-3.51177984130113,-3.09077644174254,-3.42171901738295,0,0,0,0,115.5,"Q3"
"89",2,10.125029822,150,-3.33033126579352,-3.63415455442469,-3.1328414875264,-3.42171901738295,0,1,1,1,115.5,"Q3"
"90",2,8.42156296040003,151,-3.10638131774824,-3.7601069634023,-3.07646876650755,-3.40276110363834,1,0,0,0,115.5,"Q3"
"91",2,10.811746113,153,-3.47074844462327,-3.48084954060977,-3.06360969595708,-3.30608300557158,0,0,1,1,114.5,"Q3"
"92",2,10.064244931,154,-3.4976997798765,-3.85139838361171,-3.1328414875264,-3.47074844462327,0,1,1,1,114.5,"Q3"
"93",2,9.3573801146,156,-3.56417248342597,-3.42171901738295,-3.24660037288306,-3.47074844462327,0,1,1,0,112.5,"Q3"
"94",2,10.194364516,157,-3.47074844462327,-3.42171901738295,-3.18643648119779,-3.35688149788764,0,0,1,1,112.5,"Q3"
"95",2,8.26975694750001,158,-3.12024521606746,-3.58790353677393,-3.06360969595708,-3.69514906712753,0,0,1,0,112.5,"Q3"
"96",2,8.21932609390002,159,-3.17680461094751,-3.7601069634023,-3.1328414875264,-3.6400892899445,0,1,0,0,112.5,"Q3"
"97",2,10.626581809,160,-3.37498153953126,-3.56004658227097,-3.07032113054506,-3.43133447608239,0,0,1,1,106.5,"Q4"
"98",5,8.34853782539999,40,-3.06360969595708,-3.69514906712753,-3.16934188974592,-3.7601069634023,1,1,1,0,160,"Q2"
"99",5,8.37839078850004,42,-3.06360969595708,-3.24660037288306,-3.01148063052213,-3.52230625428812,0,0,1,0,160,"Q2"
"100",5,8.5026885052,43,-3.06360969595708,-3.24660037288306,-3.01148063052213,-3.47074844462327,0,0,1,0,160.4,"Q3"
"101",5,10.347147206,44,-3.20722520764823,-3.24660037288306,-3.01148063052213,-3.25062452318278,0,0,1,1,160.4,"Q3"
"102",5,9.21512888869999,46,-3.06360969595708,-3.24660037288306,-3.09762658123533,-3.57666746350701,0,1,1,0,160.4,"Q3"
"103",5,9.98782870100001,47,-3.28758971741625,-3.42171901738295,-3.09762658123533,-3.25062452318278,1,0,1,1,160.8,"Q3"
"104",5,8.42156296040003,48,-3.06360969595708,-3.42171901738295,-3.01148063052213,-3.28758971741625,0,0,1,0,160.8,"Q3"
"105",5,10.863297438,49,-3.47074844462327,-3.42171901738295,-3.01148063052213,-3.28758971741625,0,0,1,1,160.8,"Q3"
"106",5,8.18423477410002,50,-3.06360969595708,-3.42171901738295,-3.1328414875264,-3.47074844462327,0,1,1,0,160.8,"Q3"
"107",5,8.54090971799997,51,-3.06360969595708,-3.52230625428812,-3.1328414875264,-3.33033126579352,1,0,1,0,160.8,"Q3"
"108",5,8.39298958799997,52,-3.06360969595708,-3.52230625428812,-3.1328414875264,-3.47074844462327,0,0,1,0,150.9,"Q3"
"109",5,10.315862069,53,-3.37498153953126,-3.52230625428812,-3.01148063052213,-3.47074844462327,0,0,1,1,150.9,"Q3"
"110",5,8.33327035329998,54,-3.06360969595708,-3.57666746350701,-3.01148063052213,-3.29178259567629,0,0,1,0,150.9,"Q3"
"111",5,8.51559191000002,55,-3.06360969595708,-3.57666746350701,-3.01148063052213,-3.29178259567629,1,0,0,0,150.9,"Q3"
"112",5,9.54337814609995,56,-3.06360969595708,-3.57666746350701,-3.01148063052213,-3.47074844462327,0,1,1,0,147.2,"Q4"
"113",5,10.772267302,57,-3.47074844462327,-3.24660037288306,-3.02748097186857,-3.47074844462327,0,0,1,1,147.2,"Q4"
"114",5,8.93800657649997,58,-3.17041023479581,-3.94377170374273,-3.06360969595708,-3.47074844462327,1,1,0,0,147.2,"Q4"
"115",5,9.09335701649998,59,-3.06360969595708,-3.69514906712753,-3.06360969595708,-3.47074844462327,0,0,1,0,147.2,"Q4"
"116",5,10.259202035,60,-3.47074844462327,-3.69514906712753,-3.06360969595708,-3.47074844462327,1,0,1,1,120.9,"Q4"
"117",5,8.60153433980004,61,-3.06360969595708,-3.90424086498609,-3.06360969595708,-3.47074844462327,0,1,1,0,120.9,"Q4"
"118",5,10.866967167,62,-3.47074844462327,-4.16893341921317,-3.06360969595708,-3.2188758248682,0,0,1,1,120.9,"Q4"
"119",5,9.36836923619997,63,-3.47074844462327,-3.69514906712753,-3.06360969595708,-3.33033126579352,1,0,0,0,120.9,"Q4"
"120",5,9.54337814609995,64,-3.06360969595708,-3.24660037288306,-3.06360969595708,-3.47074844462327,1,0,1,0,120.9,"Q4"
"121",5,9.54795481319998,69,-3.47074844462327,-3.37498153953126,-3.52230625428812,-3.47074844462327,0,1,1,0,114.4,"Q1"
"122",5,8.71275997499997,70,-3.2587217334154,-4.16893341921317,-3.20722520764823,-3.30022146432215,1,0,1,0,114.4,"Q1"
"123",5,8.96290412809996,71,-3.2587217334154,-3.37498153953126,-3.20722520764823,-3.63415455442469,0,0,1,0,114.4,"Q1"
"124",5,10.618787538,72,-3.47074844462327,-3.37498153953126,-3.01148063052213,-3.63415455442469,0,0,1,1,114.4,"Q1"
"125",5,8.74385056200001,73,-3.2587217334154,-3.7601069634023,-3.01148063052213,-3.47074844462327,1,0,0,0,114.4,"Q1"
"126",5,8.9710674387,74,-3.27925633585711,-3.7601069634023,-3.24660037288306,-3.47074844462327,0,0,1,0,114.4,"Q1"
"127",5,8.72323127479999,75,-3.27925633585711,-3.37498153953126,-3.16934188974592,-3.7601069634023,0,0,1,0,114.4,"Q1"
"128",5,9.04168500589999,76,-3.27925633585711,-3.37498153953126,-3.01148063052213,-3.7601069634023,0,0,1,0,114.4,"Q1"
"129",5,9.83563688559998,77,-3.47074844462327,-3.47074844462327,-3.01148063052213,-3.37498153953126,1,0,1,1,114.4,"Q1"
"130",5,8.74385056200001,78,-3.2587217334154,-4.07270538711862,-3.01148063052213,-3.37498153953126,1,0,0,0,111.7,"Q1"
"131",5,9.40063009839998,79,-3.2587217334154,-3.37498153953126,-3.01148063052213,-3.57666746350701,0,0,1,0,111.7,"Q1"
"132",5,11.201169255,80,-3.63415455442469,-3.37498153953126,-3.01148063052213,-3.37498153953126,0,0,1,1,111.7,"Q1"
"133",5,9.84924253769996,81,-3.63415455442469,-3.69514906712753,-3.63415455442469,-3.37498153953126,1,1,0,0,111.7,"Q1"
"134",5,9.06415786180001,83,-3.42171901738295,-3.69514906712753,-3.47074844462327,-4.03666545063542,0,1,0,0,111.7,"Q2"
"135",5,8.89508153180002,84,-3.42171901738295,-4.16893341921317,-3.01148063052213,-3.57666746350701,1,0,0,0,111.7,"Q2"
"136",5,9.43188264189999,85,-3.42171901738295,-3.37498153953126,-3.47074844462327,-3.57666746350701,1,1,0,0,111.7,"Q2"
"137",5,9.55704578489998,86,-3.42171901738295,-3.37498153953126,-3.47074844462327,-3.7601069634023,0,1,0,0,111,"Q2"
"138",5,11.387996961,87,-3.82957933621707,-3.37498153953126,-3.20722520764823,-3.7601069634023,0,0,1,1,111,"Q2"
"139",5,8.83171191779997,88,-3.34351827007548,-3.37498153953126,-3.33033126579352,-3.7601069634023,0,1,1,0,111,"Q2"
"140",5,8.96290412809996,89,-3.34351827007548,-3.69514906712753,-3.01148063052213,-3.7601069634023,1,0,0,0,111,"Q2"
"141",5,8.74385056200001,90,-3.34351827007548,-3.69514906712753,-3.01148063052213,-4.03666545063542,0,0,1,0,111,"Q2"
"142",5,8.72323127479999,91,-3.34351827007548,-3.42171901738295,-3.47074844462327,-3.34351827007548,0,0,1,0,111,"Q2"
"143",5,10.231927617,92,-3.63415455442469,-3.81529337896959,-3.47074844462327,-3.63415455442469,1,1,1,1,111,"Q2"
"144",5,9.94270826569999,93,-3.34351827007548,-3.90424086498609,-3.06360969595708,-3.90424086498609,0,1,0,0,111,"Q2"
"145",5,10.729766046,94,-3.63415455442469,-3.52230625428812,-3.03071199245002,-3.34351827007548,0,0,1,1,111,"Q2"
"146",5,9.57052913519997,95,-3.63415455442469,-3.52230625428812,-3.47074844462327,-3.34351827007548,0,0,1,0,111,"Q3"
"147",5,8.5026885052,96,-3.34351827007548,-3.69514906712753,-3.47074844462327,-3.34351827007548,1,1,0,0,111,"Q3"
"148",5,8.43554920239998,97,-3.34351827007548,-3.69514906712753,-3.47074844462327,-3.47074844462327,0,0,1,0,111,"Q3"
"149",5,8.5656023306,98,-3.34351827007548,-3.52230625428812,-3.07083414561648,-3.47074844462327,0,1,1,0,111,"Q3"
"150",5,8.34853782539999,99,-3.34351827007548,-4.16893341921317,-3.37498153953126,-3.47074844462327,1,0,1,0,107.2,"Q3"
"151",5,8.3635757028,100,-3.34351827007548,-4.16893341921317,-3.37498153953126,-3.52230625428812,0,0,0,0,107.2,"Q3"
"152",5,9.73483218649999,101,-3.34351827007548,-3.7601069634023,-3.28758971741625,-3.37498153953126,1,0,0,0,107.2,"Q3"
"153",5,11.253947461,102,-3.90424086498609,-3.7601069634023,-3.14728217168119,-3.37498153953126,0,0,1,1,107.2,"Q3"
"154",5,8.55333223800003,103,-3.34351827007548,-3.82957933621707,-3.14728217168119,-3.47074844462327,0,0,1,0,107.2,"Q3"
"155",5,8.5656023306,104,-3.34351827007548,-3.82957933621707,-3.47074844462327,-3.47074844462327,0,1,1,0,107.4,"Q3"
"156",5,9.93653540660005,105,-3.47074844462327,-3.82957933621707,-3.14728217168119,-3.47074844462327,0,0,1,1,107.4,"Q3"
"157",5,9.42157327230005,107,-3.52230625428812,-3.7014582363208,-3.14728217168119,-3.63415455442469,0,0,1,0,107.4,"Q3"
"158",5,9.39532504620004,108,-3.57666746350701,-3.7014582363208,-3.47074844462327,-3.47074844462327,0,1,0,0,116,"Q4"
"159",5,9.50599061410004,109,-3.57666746350701,-3.7014582363208,-3.14728217168119,-3.46074836128869,1,0,0,0,116,"Q4"
"160",5,8.6697425899,111,-3.34351827007548,-3.7014582363208,-3.20722520764823,-3.47074844462327,0,1,1,0,116,"Q4"
"161",5,10.822015779,112,-3.7601069634023,-3.7014582363208,-3.14728217168119,-3.47074844462327,0,0,0,0,116,"Q4"
"162",5,8.55333223800003,113,-3.34351827007548,-3.7014582363208,-3.14728217168119,-3.47074844462327,1,0,0,0,127.3,"Q4"
"163",5,9.03408040660004,114,-3.34351827007548,-3.7014582363208,-3.14728217168119,-3.48084954060977,0,0,1,0,127.3,"Q4"
"164",5,9.2214781164,115,-3.47074844462327,-3.7014582363208,-3.47074844462327,-3.47074844462327,0,1,1,0,127.3,"Q4"
"165",5,9.03408040660004,116,-3.47074844462327,-3.7014582363208,-3.14728217168119,-3.90424086498609,1,0,0,0,127.3,"Q4"
"166",5,9.3462688892,117,-3.47074844462327,-3.7014582363208,-3.14728217168119,-3.69514906712753,0,0,0,0,131.5,"Q4"
"167",5,8.69148257649997,118,-3.34351827007548,-3.7014582363208,-3.14728217168119,-3.52230625428812,1,0,0,0,131.5,"Q4"
"168",5,9.04923221160001,119,-3.34351827007548,-3.7014582363208,-3.14728217168119,-3.63415455442469,0,0,1,0,131.5,"Q4"
"169",5,10.238816278,120,-3.47074844462327,-3.7014582363208,-3.28758971741625,-3.63415455442469,1,0,1,1,131.5,"Q4"
"170",5,8.83171191779997,122,-3.47074844462327,-3.7014582363208,-3.33033126579352,-3.7601069634023,0,1,1,0,135.1,"Q1"
"171",5,9.62271488840001,123,-3.24660037288306,-3.7014582363208,-3.33033126579352,-3.7601069634023,0,0,1,1,135.1,"Q1"
"172",5,8.6697425899,125,-3.24660037288306,-3.7014582363208,-3.06360969595708,-3.57666746350701,0,0,0,0,135.1,"Q1"
"173",5,8.92105701820002,126,-3.18055696056606,-3.7014582363208,-3.06360969595708,-3.7601069634023,0,0,1,0,134.7,"Q1"
"174",5,9.02641753380003,127,-3.47074844462327,-3.7014582363208,-3.47074844462327,-4.16893341921317,0,1,0,0,134.7,"Q1"
"175",5,11.511965004,128,-3.47074844462327,-3.7014582363208,-3.06360969595708,-3.57666746350701,0,0,1,1,134.7,"Q1"
"176",5,8.85023096560004,129,-3.47074844462327,-3.7014582363208,-3.47074844462327,-3.57666746350701,0,1,1,0,134.7,"Q1"
"177",5,9.20873909060002,130,-3.18055696056606,-3.7014582363208,-3.57666746350701,-3.63415455442469,1,0,0,0,134.7,"Q1"
"178",5,10.3991589290001,131,-3.47074844462327,-3.7014582363208,-3.57666746350701,-3.69514906712753,0,0,1,1,134.7,"Q1"
"179",5,9.00307016980004,132,-3.47074844462327,-3.7014582363208,-3.57666746350701,-3.69514906712753,0,1,0,0,134.7,"Q1"
"180",5,8.77400360019999,133,-3.18055696056606,-3.7014582363208,-3.1328414875264,-3.90424086498609,0,0,1,0,134.7,"Q1"
"181",5,10.513253124,134,-3.47074844462327,-3.7014582363208,-3.24259235148552,-3.90424086498609,0,1,1,1,134.3,"Q2"
"182",5,9.46715078080002,135,-3.47074844462327,-3.7014582363208,-3.24259235148552,-3.63415455442469,0,0,0,0,134.3,"Q2"
"183",5,8.91247327449998,136,-3.18055696056606,-3.90424086498609,-3.07707791300794,-3.63415455442469,1,0,0,0,134.3,"Q2"
"184",5,10.439278922,137,-3.47074844462327,-3.90424086498609,-3.07707791300794,-3.57666746350701,0,0,1,1,134.3,"Q2"
"185",5,8.33327035329998,138,-3.18055696056606,-3.52230625428812,-3.35240721749272,-3.57666746350701,0,1,1,0,134.3,"Q2"
"186",5,8.69148257649997,139,-3.18055696056606,-3.52230625428812,-3.09762658123533,-3.57666746350701,0,1,1,0,126.2,"Q2"
"187",5,8.78385589659998,140,-3.18055696056606,-3.47074844462327,-3.09762658123533,-3.57666746350701,0,0,0,0,126.2,"Q2"
"188",5,10.330583681,141,-3.47074844462327,-3.63415455442469,-3.06360969595708,-3.57666746350701,0,0,1,1,126.2,"Q2"
"189",5,8.8032739825,142,-3.18055696056606,-3.63415455442469,-3.09762658123533,-3.57666746350701,0,0,1,0,126.2,"Q2"
"190",5,8.39298958799997,143,-3.16934188974592,-3.63415455442469,-3.24660037288306,-3.57666746350701,0,1,1,0,118.5,"Q2"
"191",5,8.64751945309997,144,-3.16934188974592,-3.47074844462327,-3.24660037288306,-3.57666746350701,0,0,0,0,118.5,"Q2"
"192",5,8.64751945309997,146,-3.16934188974592,-3.47074844462327,-3.06360969595708,-3.57666746350701,0,1,1,0,118.5,"Q2"
"193",5,10.588602561,147,-3.45985769019328,-3.47074844462327,-3.16934188974592,-3.57666746350701,0,0,1,1,115.5,"Q3"
"194",5,8.9710674387,149,-3.16934188974592,-3.47074844462327,-3.06360969595708,-3.57666746350701,0,0,0,0,115.5,"Q3"
"195",5,10.90646961,150,-3.33033126579352,-3.63415455442469,-3.1328414875264,-3.57666746350701,0,1,1,1,115.5,"Q3"
"196",5,8.76405326930003,151,-3.16934188974592,-3.7601069634023,-3.06360969595708,-3.57666746350701,1,0,0,0,115.5,"Q3"
"197",5,10.939940709,153,-3.47074844462327,-3.47074844462327,-3.06360969595708,-3.57666746350701,0,0,1,1,114.5,"Q3"
"198",5,10.206255262,154,-3.47074844462327,-3.57666746350701,-3.1328414875264,-3.57666746350701,0,1,1,1,114.5,"Q3"
"199",5,8.25322764560004,155,-3.63415455442469,-3.90424086498609,-3.13643215565713,-3.57666746350701,0,1,1,0,114.5,"Q3"
"200",5,8.72323127479999,156,-3.63415455442469,-3.47074844462327,-3.24660037288306,-3.65206548099122,0,1,1,0,112.5,"Q3"
"201",5,10.502763517,157,-3.47074844462327,-3.54369744426944,-3.24660037288306,-3.57666746350701,0,0,1,1,112.5,"Q3"
"202",5,8.60153433980004,158,-3.16934188974592,-3.54369744426944,-3.13643215565713,-3.69514906712753,0,0,1,0,112.5,"Q3"
"203",5,8.94637482609996,159,-3.24660037288306,-3.7601069634023,-3.13643215565713,-3.69514906712753,0,1,0,0,112.5,"Q3"
